sold by,publisher.type,genre,avg.review,daily.sales,total.reviews,sale.price
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.11,116.15,176,8.11
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.84,91.89,122,8.82
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.53,127.44,161,10.33
"Amazon Digital Services,  Inc.",single author,non_fiction,3.02,47.85,92,12.84
HarperCollins Publishers,big five,YA_fiction,4.69,137.76,165,9.94
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.45,86.83,111,5.01
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.59,88.99,88,14.11
Random House LLC,big five,YA_fiction,4.75,159.95,206,7.31
Penguin Group (USA) LLC,big five,adult_fiction,3.35,69.27,115,12.66
"Amazon Digital Services,  Inc.",single author,YA_fiction,3.93,139.7,167,6.23
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.43,71.04,84,14.1
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.2,90.09,152,7.33
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.44,97.73,139,7.7
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.67,60.83,140,7.35
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.58,64.44,116,12.72
Random House LLC,big five,YA_fiction,4.17,87.24,166,7.39
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,2.77,96.79,130,5.23
Random House LLC,big five,adult_fiction,2.48,108.86,141,5.76
Penguin Group (USA) LLC,big five,YA_fiction,4.15,106.05,188,7.59
HarperCollins Publishers,big five,YA_fiction,4.73,141.58,183,7.44
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.26,69.9,104,5.94
Random House LLC,big five,non_fiction,4.62,64.01,101,18.37
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.55,72.67,119,8.3
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.5,138.25,166,7.13
Random House LLC,big five,non_fiction,4.47,87.52,73,14.22
Hachette Book Group,big five,YA_fiction,4.23,102.23,190,10.55
Random House LLC,big five,YA_fiction,4.14,110.16,174,8.82
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.36,72.79,105,17.49
Simon and Schuster Digital Sales Inc,big five,YA_fiction,3.85,126.11,177,11.26
Random House LLC,big five,YA_fiction,4.75,97.28,196,8.24
HarperCollins Publishers,big five,YA_fiction,4.25,49.8,170,10.28
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.7,86.52,163,10.65
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.39,89.11,126,8.2
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.63,120.4,155,6.88
"Amazon Digital Services,  Inc.",indie,YA_fiction,2,95.91,147,6.84
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.18,101.11,179,10.73
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.48,57.22,97,7.5
"Amazon Digital Services,  Inc.",single author,adult_fiction,3.87,92.83,129,8.13
Random House LLC,big five,non_fiction,4.86,75.01,126,14.67
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.56,144.81,184,8.58
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.4,52.94,162,7.89
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.53,97.79,117,20.05
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,2.64,88.64,140,7.6
Random House LLC,big five,non_fiction,3.51,66.97,132,13.78
Random House LLC,big five,non_fiction,4.58,65.29,85,14.03
Macmillan,big five,non_fiction,4.08,48.6,66,18.95
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.41,78.97,142,6.81
Macmillan,big five,adult_fiction,4.16,62.6,120,5.76
Random House LLC,big five,YA_fiction,4.46,118.8,165,10.39
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.58,55.99,101,9.25
HarperCollins Publishers,big five,adult_fiction,4.44,101.9,128,7.47
"Amazon Digital Services,  Inc.",single author,YA_fiction,2.48,125.86,189,5.55
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.39,114.8,176,9.66
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.25,123.3,167,11.38
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.27,101.88,104,6.25
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.76,91.02,155,4.02
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.52,91.07,101,10.03
Penguin Group (USA) LLC,big five,adult_fiction,4.38,95.45,124,5.97
"Amazon Digital Services,  Inc.",amazon,YA_fiction,4.28,148.4,199,6.64
Macmillan,big five,non_fiction,4.56,79.91,80,11.33
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.55,61.05,101,11.93
Hachette Book Group,big five,YA_fiction,3.89,122.77,178,8.55
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.65,89.35,129,8.35
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.98,96.06,172,6.03
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.33,126.26,170,5.28
Penguin Group (USA) LLC,big five,YA_fiction,4.84,77.41,143,9.05
"Amazon Digital Services,  Inc.",indie,non_fiction,4.57,84.42,88,14.77
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,57.71,117,16.04
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.54,86.18,166,7.99
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.8,56.58,100,3.73
Simon and Schuster Digital Sales Inc,big five,non_fiction,3.5,60.07,69,14.67
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.68,58.12,130,8.73
Penguin Group (USA) LLC,big five,YA_fiction,4.82,136.75,209,9.53
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.08,87.99,122,5.78
Penguin Group (USA) LLC,big five,adult_fiction,3.95,103.16,139,8.21
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.5,112.39,151,7.96
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.26,149.95,187,6.88
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.06,84.27,153,8.25
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.59,111.18,152,9.17
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.88,68.64,170,9.33
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.53,83.69,116,8.14
Random House LLC,big five,non_fiction,4.87,78.2,90,11.37
HarperCollins Publishers,big five,adult_fiction,4.3,102.7,141,7.36
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.17,64.93,103,15.92
Hachette Book Group,big five,non_fiction,4.68,53.28,79,16.11
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.84,95.57,147,8.23
"Amazon Digital Services,  Inc.",indie,YA_fiction,3,102.67,188,12.17
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.65,83.25,133,7.95
"Amazon Digital Services,  Inc.",single author,non_fiction,4.01,67.62,107,13.13
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.7,84.94,216,10.62
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.25,73.17,95,13.34
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.63,91.32,125,8.87
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,55.17,89,16.55
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.12,47.66,66,17.61
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.06,90.82,107,7.38
Penguin Group (USA) LLC,big five,YA_fiction,2.5,83.67,186,7.62
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.08,80.64,110,7.18
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.8,60.73,98,10.68
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.46,46.73,151,11.7
Macmillan,big five,adult_fiction,4.77,77.41,126,5.1
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.46,102.64,158,8.25
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.54,79.23,122,6.33
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.5,64.74,131,10.6
HarperCollins Publishers,big five,non_fiction,3.25,51.03,125,13.74
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.51,100.48,116,7.42
Hachette Book Group,big five,non_fiction,4.35,46.04,60,14.48
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.4,109.12,198,5.47
Random House LLC,big five,adult_fiction,4.53,63.72999999999999,140,4.68
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.48,105.46,116,5.8
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.83,55.43,103,4.07
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.12,63.37,103,14.39
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.59,110.36,158,9.42
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.85,58.31,152,7.83
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.38,90.79,124,15
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.77,83.81,137,6.42
Random House LLC,big five,adult_fiction,4.74,56.31,131,7.86
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.93,107.88,144,7.27
"Amazon Digital Services,  Inc.",indie,non_fiction,4.57,30.65,96,16.13
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.81,57.53,110,15.43
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.37,94.69,186,8.79
"Amazon Digital Services,  Inc.",indie,non_fiction,4.78,59.12,78,15.04
Penguin Group (USA) LLC,big five,adult_fiction,4.49,85.24,149,9.04
"Amazon Digital Services,  Inc.",single author,non_fiction,3.5,83.32,57,14.3
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.69,88.36,185,8.97
"Amazon Digital Services,  Inc.",indie,non_fiction,0,78.27,0,11.66
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.51,87.19,133,17.74
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.98,126.64,155,7.64
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.41,67.7,191,7.74
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.33,79.83,176,10.36
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.67,90.71,107,5.46
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.52,98.34,131,9.95
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.44,112.32,129,3.79
Random House LLC,big five,YA_fiction,4.66,101.8,152,7.41
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.69,52.92,110,19.56
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.01,54.32,90,15.26
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.39,52.11,98,6.83
Simon and Schuster Digital Sales Inc,big five,YA_fiction,3.97,158.42,138,8.76
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.4,151.95,176,7.25
"Amazon Digital Services,  Inc.",single author,non_fiction,4.77,57.22,113,12.31
Random House LLC,big five,non_fiction,4.18,57.26,71,14.94
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,70.3,101,11.88
"Amazon Digital Services,  Inc.",amazon,adult_fiction,4.41,69.07,111,11.78
HarperCollins Publishers,big five,adult_fiction,4.7,94.97,125,8.88
"Amazon Digital Services,  Inc.",single author,non_fiction,4.65,77.37,108,15.72
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.13,92.01,176,4.35
"Amazon Digital Services,  Inc.",indie,non_fiction,4.8,42.57,111,16.03
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.33,53.53,137,14.38
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.66,100.83,159,6.97
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.45,61,66,14.77
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.8,80.1,131,10.06
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.81,77.62,125,8.59
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.14,61.9,102,16.31
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.46,119.29,218,8.05
HarperCollins Publishers,big five,adult_fiction,4.8,73.26,148,6.28
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.88,65.75,153,10.24
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,2.5,102.71,118,6.87
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.23,56.62,82,15.37
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.59,75.85,119,6.42
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.61,82.1,108,4.68
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.62,76.01,115,5.79
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.3,71.16,87,11.88
Penguin Group (USA) LLC,big five,adult_fiction,4.67,62.75,127,7.23
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.84,140.56,190,8.4
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.75,51.76,84,15.52
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.98,101.39,188,9.39
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.47,31.14,140,4.97
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.75,109.35,153,4.83
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.6,113.89,151,3.39
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.08,133.12,198,7.31
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.12,100.86,214,11.47
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.16,169.58,207,8.26
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.42,77.35,92,5.47
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.87,109.15,111,8.22
HarperCollins Publishers,big five,non_fiction,4.34,39.34,45,14.98
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.76,72.38,116,3.78
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.98,66.98,71,14.88
"Amazon Digital Services,  Inc.",single author,YA_fiction,3.9,120.6,173,6.54
Hachette Book Group,big five,non_fiction,4.54,85.75,134,16.71
"Amazon Digital Services,  Inc.",indie,non_fiction,4.24,57.08,105,17.05
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.78,64.91,122,7.5
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.09,55.36,179,9.95
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.88,64.03,128,8.19
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.37,41.22,60,13.74
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.77,82.04,139,18.19
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.98,103.37,126,4.64
Hachette Book Group,big five,YA_fiction,4.51,123.55,166,7.41
Penguin Group (USA) LLC,big five,non_fiction,4.38,61.74,134,11.88
Random House LLC,big five,YA_fiction,3.97,116.81,169,5.85
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.16,126.94,177,6.08
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.08,56.2,109,10
"Amazon Digital Services,  Inc.",single author,YA_fiction,3.76,104.86,192,6.43
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.41,155.39,191,9.18
Simon and Schuster Digital Sales Inc,big five,non_fiction,3.66,70.21,83,15.35
"Amazon Digital Services,  Inc.",single author,non_fiction,4.66,70.64,107,22
"Amazon Digital Services,  Inc.",indie,non_fiction,4.75,61.36,90,11.16
"Amazon Digital Services,  Inc.",single author,adult_fiction,3.52,74.82,100,8.11
"Amazon Digital Services,  Inc.",single author,non_fiction,4.25,80.16,128,16.75
"Amazon Digital Services,  Inc.",indie,non_fiction,3.02,75.91,117,15.05
HarperCollins Publishers,big five,YA_fiction,4.42,113.61,194,4.46
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.43,85.1,106,7.09
Random House LLC,big five,YA_fiction,4.33,173.25,168,6.33
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.5,141.9,182,6.61
"Amazon Digital Services,  Inc.",indie,non_fiction,4.66,44.89,76,15.46
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.66,58.66,74,14.77
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.47,55.93,109,15.79
Macmillan,big five,adult_fiction,4.39,77.4,127,9.21
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.75,34.66,128,7.04
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.19,101.83,143,9.08
"Amazon Digital Services,  Inc.",indie,non_fiction,4.22,59.4,102,13
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.55,85.67,139,7.95
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.8,142.07,181,5.88
Random House LLC,big five,YA_fiction,4.22,155.56,192,8.93
"Amazon Digital Services,  Inc.",amazon,YA_fiction,3.58,122.98,163,8.72
Penguin Group (USA) LLC,big five,adult_fiction,4.82,59.56,115,3.74
Random House LLC,big five,adult_fiction,4.76,111.32,133,6.38
"Amazon Digital Services,  Inc.",indie,non_fiction,4.26,64.25,102,12.63
"Amazon Digital Services,  Inc.",single author,non_fiction,4.6,48.53,120,15.36
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.93,109.62,189,7.72
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.5,103.23,181,5.66
HarperCollins Christian Publishing,big five,YA_fiction,2,96.58,189,9.35
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.66,61,106,5.23
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.42,61.71,85,13.5
Simon and Schuster Digital Sales Inc,big five,non_fiction,3.58,64.44,90,16.32
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.32,58.45,48,18.59
"Amazon Digital Services,  Inc.",indie,non_fiction,4.59,80.52,126,11.86
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.87,84.91,179,6.91
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.69,130.35,209,7.19
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.98,81.37,168,9.85
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.23,97.44,111,5.76
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.53,84.32,127,6.97
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.5,65.57,87,17.72
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.8,59.98,108,10.7
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.82,158.92,165,7.57
Random House LLC,big five,adult_fiction,4.02,86.89,138,7.29
Penguin Group (USA) LLC,big five,adult_fiction,4.29,75.04,126,8.46
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.73,106.91,127,10.49
"Amazon Digital Services,  Inc.",single author,YA_fiction,3.87,138.29,183,7.41
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.39,63.4,84,12.45
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.97,85.22,142,10.5
Random House LLC,big five,non_fiction,4.18,57.56,84,13.16
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.82,90,181,6.1
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.89,126.5,188,6.44
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.35,59.88,117,13.45
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.83,101.22,150,6.2
Macmillan,big five,adult_fiction,3.91,102.78,161,5.55
Penguin Group (USA) LLC,big five,adult_fiction,4.77,70.52,137,7.74
"Amazon Digital Services,  Inc.",single author,non_fiction,4.77,56.34,115,15.77
"Amazon Digital Services,  Inc.",single author,YA_fiction,0,125.48,0,7.93
"Amazon Digital Services,  Inc.",amazon,adult_fiction,3.98,65.19,93,6.76
Macmillan,big five,YA_fiction,4.44,91.4,188,9.55
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.95,51.89,106,16.51
"Amazon Digital Services,  Inc.",single author,non_fiction,4.12,68.03,120,14.4
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.21,90.85,182,11.69
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.76,136.23,133,8.61
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.54,58.03,182,9.34
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.48,120.73,151,8.17
Macmillan,big five,adult_fiction,4.18,59.94,128,7.5
Penguin Group (USA) LLC,big five,YA_fiction,4.25,94.27,159,8.57
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.5,77.59,170,8.55
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.75,59.39,117,14.38
"Amazon Digital Services,  Inc.",indie,non_fiction,4.42,37.9,113,12.9
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.5,44.18,151,7.67
"Amazon Digital Services,  Inc.",indie,non_fiction,4.66,89.28,112,11.69
